f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (2.300000000000000000e+02+0.000000000000000000e+00j)	 (-3.700458113830712250e+02-7.762482348037261559e+00j)	 (-1.500164709111931245e+02-2.502536314587936239e+00j)	 (7.802287534272031033e-01-1.647984346310441994e+00j)	 (2.045430601646721913e-01-3.568612220425990134e-01j)	 (-6.954158244797351562e-01-4.074184442602274414e-01j)	 (1.104462706217728929e+01-7.758665498509156322e-01j)	 (3.538424859865504923e-01-1.899797751337160556e-01j)	 (1.829982304495065756e-02+2.681264548935033756e-02j)	 (-6.731686529252857432e-02+3.688286446343848335e-02j)	 (-1.183167571161379723e-02+2.001978821965111344e-02j)	 (4.371273257801130185e+00+2.623049181264480167e-01j)	 (3.014603321448073268e-03-1.113545149595793508e-03j)	 (-4.628198169138089853e-03+2.585827539896993609e-03j)	 (7.231587084914631314e-02-4.673701283002643869e+00j)	 (-2.380363874494357060e-03+1.358081555159038447e-03j)
 (2.310000000000000000e+02+0.000000000000000000e+00j)	 (-3.659186483486650445e+02-7.642961423049505321e+00j)	 (-1.489189360962852220e+02-2.480488011215017163e+00j)	 (7.748784295814384881e-01-1.587253715523818443e+00j)	 (2.023582796374086834e-01-3.551237545848718868e-01j)	 (-6.831511318394249965e-01-4.057570304128320093e-01j)	 (1.107845660903344687e+01-7.775851148200292329e-01j)	 (3.527906027799463939e-01-1.897578165933160310e-01j)	 (1.829879406236495712e-02+2.690947551176199604e-02j)	 (-6.720550217338236432e-02+3.709491148139217043e-02j)	 (-1.174484045438198461e-02+2.008198131317772209e-02j)	 (4.491827965263288647e+00+2.067138721651390620e-01j)	 (3.000237710869303309e-03-1.110352594806964096e-03j)	 (-4.630278536944343847e-03+2.639697751814983843e-03j)	 (9.693036972336204968e-03-4.663684768026506333e+00j)	 (-2.376582458922954239e-03+1.379661833120281655e-03j)
 (2.330000000000000000e+02+0.000000000000000000e+00j)	 (-3.578663154368937853e+02-7.411522656581506219e+00j)	 (-1.467586033781617800e+02-2.437253349487350285e+00j)	 (7.572247478123945719e-01-1.476748959633836122e+00j)	 (1.980896629782429863e-01-3.516692637632592988e-01j)	 (-6.591710242252560858e-01-4.025195520450606801e-01j)	 (1.114511586351675909e+01-7.810040825437329914e-01j)	 (3.507282195488006238e-01-1.893666443771873931e-01j)	 (1.829647705967786531e-02+2.710430444101180614e-02j)	 (-6.698361516471944277e-02+3.751236824352342791e-02j)	 (-1.157170078577923235e-02+2.020581962123117747e-02j)	 (4.733998249291638594e+00+1.061917824962741036e-01j)	 (2.971942769180173968e-03-1.103497815599841511e-03j)	 (-4.633094844361060165e-03+2.748031003368098073e-03j)	 (-1.152664365402890634e-01-4.638945484587909895e+00j)	 (-2.369020235010921207e-03+1.421086584302192358e-03j)
 (2.340000000000000000e+02+0.000000000000000000e+00j)	 (-3.539382277710876679e+02-7.299469148633725091e+00j)	 (-1.456954801687939494e+02-2.416057357365663183e+00j)	 (7.459329053130530074e-01-1.426825345844764392e+00j)	 (1.960056883934517269e-01-3.499516832483049456e-01j)	 (-6.474498431896564821e-01-4.009411849687459228e-01j)	 (1.117795633124272392e+01-7.827027636584444892e-01j)	 (3.497136251702368526e-01-1.891965690329735772e-01j)	 (1.829520855126666110e-02+2.720234321595886920e-02j)	 (-6.687322516584294496e-02+3.771785581317867869e-02j)	 (-1.148537079359835018e-02+2.026738068863062625e-02j)	 (4.854700659115306571e+00+6.110817925378296545e-02j)	 (2.958032599506043095e-03-1.099885056223998212e-03j)	 (-4.633881467978644836e-03+2.802241244179109244e-03j)	 (-1.774820845136287906e-01-4.624196640311470041e+00j)	 (-2.365229241755749477e-03+1.441060433435194721e-03j)
 (2.360000000000000000e+02+0.000000000000000000e+00j)	 (-3.462712122452046515e+02-7.082375346613003053e+00j)	 (-1.436025293759058172e+02-2.374488572215311066e+00j)	 (7.204558271691360316e-01-1.336765640712646919e+00j)	 (1.919327431775222359e-01-3.465360612827772524e-01j)	 (-6.245232767522611583e-01-3.978643567819872273e-01j)	 (1.124268796110071555e+01-7.860930410934416912e-01j)	 (3.477199642400184976e-01-1.889087810796882816e-01j)	 (1.829259462515954449e-02+2.739936216184623088e-02j)	 (-6.665358968396060957e-02+3.812285061511237749e-02j)	 (-1.131308463188998407e-02+2.038998637540877235e-02j)	 (5.093534652576160227e+00-1.956528193943821506e-02j)	 (2.930690277157851041e-03-1.092254166071681114e-03j)	 (-4.634106720716129821e-03+2.911048493496168690e-03j)	 (-3.010723653942896094e-01-4.589920177506193077e+00j)	 (-2.357686253873024929e-03+1.479487004798851887e-03j)
 (2.370000000000000000e+02+0.000000000000000000e+00j)	 (-3.425295957961399154e+02-6.977212558300825762e+00j)	 (-1.425723937497767224e+02-2.354107111978530842e+00j)	 (7.068802848670554528e-01-1.296207764282925057e+00j)	 (1.899435616560031792e-01-3.448371807430295477e-01j)	 (-6.133124819624667934e-01-3.963640528183492440e-01j)	 (1.127458996728619312e+01-7.877833101161302309e-01j)	 (3.467374287743466565e-01-1.887899312350227177e-01j)	 (1.829121263791660609e-02+2.749838590929348098e-02j)	 (-6.654437401770117722e-02+3.832244830640563898e-02j)	 (-1.122708428576540268e-02+2.045095892212405245e-02j)	 (5.211148428014520384e+00-5.557975271706110804e-02j)	 (2.917272751802436111e-03-1.088279695928186328e-03j)	 (-4.633611232525176350e-03+2.965380225373978260e-03j)	 (-3.623153146771319055e-01-4.570394621603182550e+00j)	 (-2.353927722159886160e-03+1.498055594864025316e-03j)
 (2.390000000000000000e+02+0.000000000000000000e+00j)	 (-3.352236897678942569e+02-6.773359543919678316e+00j)	 (-1.405440503867389452e+02-2.314124604615531489e+00j)	 (6.791475174583808672e-01-1.222893433451750500e+00j)	 (1.860531304406646824e-01-3.414596184555044878e-01j)	 (-5.913747381647583845e-01-3.934400412363815436e-01j)	 (1.133748605382992380e+01-7.911443966964251118e-01j)	 (3.448058301639790879e-01-1.886070954339300887e-01j)	 (1.828838786857800089e-02+2.769759674930330137e-02j)	 (-6.632758787601451822e-02+3.871577040324712671e-02j)	 (-1.105537081019455047e-02+2.057254425580234969e-02j)	 (5.441881201191129946e+00-1.200576983870361436e-01j)	 (2.890950274048797747e-03-1.079926489445589459e-03j)	 (-4.631085923086205626e-03+3.074530708356970534e-03j)	 (-4.833946645216171678e-01-4.526623403352510344e+00j)	 (-2.346532732139454663e-03+1.533750341444547723e-03j)
 (2.400000000000000000e+02+0.000000000000000000e+00j)	 (-3.316569215196090568e+02-6.674559406352516433e+00j)	 (-1.395455517032793864e+02-2.294517557960012333e+00j)	 (6.652745858799118395e-01-1.189720423559879503e+00j)	 (1.841531381106636112e-01-3.397814488248860343e-01j)	 (-5.806412829563897260e-01-3.920120503504460063e-01j)	 (1.136848671005993694e+01-7.928210967802451492e-01j)	 (3.438548526594409904e-01-1.885367877630291511e-01j)	 (1.828690848149022719e-02+2.779772233606174481e-02j)	 (-6.621992186148772941e-02+3.890969937303153520e-02j)	 (-1.096975304001682715e-02+2.063306790351317199e-02j)	 (5.554782141494074565e+00-1.489472387181773883e-01j)	 (2.877995604226428819e-03-1.075613064341504133e-03j)	 (-4.629520834916181146e-03+3.129135189420520838e-03j)	 (-5.430826122806687861e-01-4.502406160656248879e+00j)	 (-2.342736691229925072e-03+1.550965687627633722e-03j)
 (2.420000000000000000e+02+0.000000000000000000e+00j)	 (-3.246897921881852653e+02-6.482946744973689057e+00j)	 (-1.375791846595196830e+02-2.256049803762258055e+00j)	 (6.380384487465859955e-01-1.129356095927268822e+00j)	 (1.804363752149639732e-01-3.364440419629765588e-01j)	 (-5.596293619916133943e-01-3.892279147922622085e-01j)	 (1.142963121914965363e+01-7.961592575332714361e-01j)	 (3.419818493408616766e-01-1.884482753286229051e-01j)	 (1.828386167606309634e-02+2.799898863566213994e-02j)	 (-6.600620738277847288e-02+3.929238283228315282e-02j)	 (-1.079864370485845819e-02+2.075380307735117183e-02j)	 (5.775358304953353006e+00-2.009907147894459956e-01j)	 (2.852600218331974302e-03-1.066645174968764917e-03j)	 (-4.624994956595114212e-03+3.238518723396473491e-03j)	 (-6.604592107926539057e-01-4.449408569212101483e+00j)	 (-2.335263121174040168e-03+1.584122370917144746e-03j)
 (2.430000000000000000e+02+0.000000000000000000e+00j)	 (-3.212871417363855926e+02-6.390032921864332138e+00j)	 (-1.366110391775623043e+02-2.237181755806434857e+00j)	 (6.247867435015216353e-01-1.101838282261311974e+00j)	 (1.786210040957420253e-01-3.347857630409238339e-01j)	 (-5.493453252768918382e-01-3.878672526241938590e-01j)	 (1.145977927439552779e+01-7.978252084565284896e-01j)	 (3.410571797720763909e-01-1.884249145844382189e-01j)	 (1.828237434240094841e-02+2.810012310379764178e-02j)	 (-6.590024418803622219e-02+3.948118352493682620e-02j)	 (-1.071330168627917731e-02+2.081388867661985650e-02j)	 (5.882973791509328976e+00-2.244752167541257948e-01j)	 (2.840120259698383255e-03-1.062059411064647345e-03j)	 (-4.622455143667196335e-03+3.293136433408872053e-03j)	 (-7.180153721506359332e-01-4.420675651898272385e+00j)	 (-2.331423139730048281e-03+1.600177168539523853e-03j)
 (2.450000000000000000e+02+0.000000000000000000e+00j)	 (-3.146381592823601068e+02-6.209747349947684292e+00j)	 (-1.347041487765468446e+02-2.200157466216414281e+00j)	 (5.992064215900019253e-01-1.051363265521392254e+00j)	 (1.750704212110231472e-01-3.314910862903799327e-01j)	 (-5.292020034333134726e-01-3.852105932066850480e-01j)	 (1.151924920459388879e+01-8.011441521186445369e-01j)	 (3.392380316912008698e-01-1.884235748446516923e-01j)	 (1.827931732456596764e-02+2.830344461319232729e-02j)	 (-6.569006409407733560e-02+3.985384705137471478e-02j)	 (-1.054289884965558047e-02+2.093384900298253526e-02j)	 (6.092857163818618638e+00-2.671040504185483444e-01j)	 (2.815579389287840156e-03-1.052584539385420515e-03j)	 (-4.616581355184266357e-03+3.402764485136812195e-03j)	 (-8.305618919853755555e-01-4.358920620964306103e+00j)	 (-2.323653627053683893e-03+1.631024058890720441e-03j)
 (2.460000000000000000e+02+0.000000000000000000e+00j)	 (-3.113897077081545035e+02-6.122282787704000917e+00j)	 (-1.337651396326944848e+02-2.181993453437300889e+00j)	 (5.869200077818901296e-01-1.028162028236870418e+00j)	 (1.733350544487931855e-01-3.298538492297201086e-01j)	 (-5.193386812026673516e-01-3.839129895136442205e-01j)	 (1.154857966629267452e+01-8.027955669412039086e-01j)	 (3.383399866915682286e-01-1.884448759926075911e-01j)	 (1.827776751137223654e-02+2.840566436809038170e-02j)	 (-6.558592065504038893e-02+4.003777051634578588e-02j)	 (-1.045781859963455795e-02+2.099364878727519312e-02j)	 (6.195149486566930541e+00-2.864932415452681180e-01j)	 (2.803533713558216834e-03-1.047736770499354706e-03j)	 (-4.613284782022465495e-03+3.457526772070488967e-03j)	 (-8.854378471780059989e-01-4.325966177994309270e+00j)	 (-2.319715531323270942e-03+1.645933786607333338e-03j)
 (2.480000000000000000e+02+0.000000000000000000e+00j)	 (-3.050397877202602785e+02-5.952491952185007484e+00j)	 (-1.319153506790985659e+02-2.146346286921957613e+00j)	 (5.634001071879276568e-01-9.852777118132803880e-01j)	 (1.699397229181365820e-01-3.266003363781152524e-01j)	 (-5.000121709269589321e-01-3.813789106602155643e-01j)	 (1.160645499569865180e+01-8.060950864942123539e-01j)	 (3.365688019112725859e-01-1.885332764906184344e-01j)	 (1.827475089616554388e-02+2.861090026263664668e-02j)	 (-6.537944285534495747e-02+4.040123603253055473e-02j)	 (-1.028778917043233522e-02+2.111304956730876772e-02j)	 (6.394543593661315306e+00-3.219667196653058783e-01j)	 (2.779882945462475250e-03-1.037783250554774866e-03j)	 (-4.605822599510259879e-03+3.567254344260733807e-03j)	 (-9.921203318282501016e-01-4.256109685347555960e+00j)	 (-2.311793555991936439e-03+1.674659754530898048e-03j)
 (2.490000000000000000e+02+0.000000000000000000e+00j)	 (-3.019363561145119093e+02-5.870081217072708135e+00j)	 (-1.310043201840750555e+02-2.128856134842124437e+00j)	 (5.521704586617546262e-01-9.654168196680409375e-01j)	 (1.682795229829497363e-01-3.249829646156611740e-01j)	 (-4.905451586181440726e-01-3.801411415645823411e-01j)	 (1.163500859617504091e+01-8.077419615172345413e-01j)	 (3.356926058324010143e-01-1.885994234417934790e-01j)	 (1.827324734533781331e-02+2.871394869909891720e-02j)	 (-6.527709681370066908e-02+4.058084644462323781e-02j)	 (-1.020279946403834966e-02+2.117258307517543361e-02j)	 (6.491705755396092847e+00-3.382312342809210004e-01j)	 (2.768290771106528530e-03-1.032712676817777470e-03j)	 (-4.601713752875092461e-03+3.621959847902008704e-03j)	 (-1.043823764794048925e+00-4.219296969925317775e+00j)	 (-2.307806355584324058e-03+1.688581715902730956e-03j)
 (2.510000000000000000e+02+0.000000000000000000e+00j)	 (-2.958678237880664028e+02-5.710023828907123011e+00j)	 (-1.292093745130860896e+02-2.094521954152438692e+00j)	 (5.307527663006029739e-01-9.284419396845231542e-01j)	 (1.650288914032785048e-01-3.217701023979138153e-01j)	 (-4.719872535519136769e-01-3.777248980098105169e-01j)	 (1.169136299851229310e+01-8.110211286072235293e-01j)	 (3.339628752899420072e-01-1.887806487927986554e-01j)	 (1.827031152475738426e-02+2.892103417931063750e-02j)	 (-6.507451655562224158e-02+4.093568329119763594e-02j)	 (-1.003285880117369896e-02+2.129157806756351579e-02j)	 (6.681117305111516913e+00-3.681902198202680054e-01j)	 (2.745563863919625851e-03-1.022300253347761681e-03j)	 (-4.592384070323622496e-03+3.731685939936587541e-03j)	 (-1.143739424024652118e+00-4.142158693538480208e+00j)	 (-2.299878529460712678e-03+1.715374423300118243e-03j)
 (2.520000000000000000e+02+0.000000000000000000e+00j)	 (-2.929009042988874967e+02-5.632301197503515766e+00j)	 (-1.283252222144521113e+02-2.077673251853096925e+00j)	 (5.205411076048951369e-01-9.112024078738111266e-01j)	 (1.634399718839374405e-01-3.201743652501300441e-01j)	 (-4.628917029089475443e-01-3.765428970366381800e-01j)	 (1.171916874930148289e+01-8.126586648137340552e-01j)	 (3.331079468517296749e-01-1.888902493884739853e-01j)	 (1.826884041194545491e-02+2.902500288417668439e-02j)	 (-6.497416906589630059e-02+4.111108612713097743e-02j)	 (-9.947988425785809011e-03+2.135096289716169674e-02j)	 (6.773434767572882542e+00-3.820204711745917026e-01j)	 (2.734387478991267238e-03-1.017016346369348494e-03j)	 (-4.587621869683798127e-03+3.786501202987711551e-03j)	 (-1.191853291610399657e+00-4.101939433193785511e+00j)	 (-2.295786875743613658e-03+1.728329327887210892e-03j)
 (2.540000000000000000e+02+0.000000000000000000e+00j)	 (-2.870973719350865281e+02-5.481283722891212129e+00j)	 (-1.265829740971777682e+02-2.044594651239659555e+00j)	 (5.010897212111410370e-01-8.789098151611519638e-01j)	 (1.603281147066611956e-01-3.170032885725059812e-01j)	 (-4.450551848444943559e-01-3.742348610093516048e-01j)	 (1.177406923912555747e+01-8.159226894669183716e-01j)	 (3.314166049458427965e-01-1.891566834324985846e-01j)	 (1.826590961888561668e-02+2.923376230569673870e-02j)	 (-6.477544972970507298e-02+4.145808102304705117e-02j)	 (-9.778117007543739303e-03+2.146968020376345543e-02j)	 (6.953481697576410880e+00-4.076708438120747457e-01j)	 (2.712492102120942286e-03-1.006219650456078793e-03j)	 (-4.577089383068044630e-03+3.896158102671379471e-03j)	 (-1.284227015324538534e+00-4.018478924207568248e+00j)	 (-2.287660315258568770e-03+1.753326250551124916e-03j)
 (2.550000000000000000e+02+0.000000000000000000e+00j)	 (-2.842590711693170533e+02-5.407918405866642964e+00j)	 (-1.257246517694624544e+02-2.028358908259885407e+00j)	 (4.918212939608642698e-01-8.637677277797972675e-01j)	 (1.588068197902223755e-01-3.154281633648008953e-01j)	 (-4.363102685245632828e-01-3.731051977536055664e-01j)	 (1.180116692652421406e+01-8.175532303553808555e-01j)	 (3.305780815892048752e-01-1.893089582680118621e-01j)	 (1.826451351746506344e-02+2.933855292962312192e-02j)	 (-6.467713516267346863e-02+4.162968958035379724e-02j)	 (-9.693257983413914800e-03+2.152890734750514956e-02j)	 (7.041274106018498458e+00-4.195860085418018359e-01j)	 (2.701740356928204658e-03-1.000769644219837943e-03j)	 (-4.571727920259831268e-03+3.950843545090050243e-03j)	 (-1.328417257737669832e+00-3.975349678871891612e+00j)	 (-2.283474884508185192e-03+1.765474972300560977e-03j)
 (2.570000000000000000e+02+0.000000000000000000e+00j)	 (-2.787053279102755141e+02-5.265305002019393221e+00j)	 (-1.240330580498985142e+02-1.996478406321740229e+00j)	 (4.741486979720266337e-01-8.352490570099355693e-01j)	 (1.558288385366661810e-01-3.123005684204771537e-01j)	 (-4.191519997845531975e-01-3.708961352031380221e-01j)	 (1.185467500567869692e+01-8.208051716289450628e-01j)	 (3.289207933059080657e-01-1.896557538249188379e-01j)	 (1.826170359807714402e-02+2.954900298127466352e-02j)	 (-6.448252877476221001e-02+4.196924199734850675e-02j)	 (-9.523531628684717143e-03+2.164739393706953743e-02j)	 (7.212580899521515931e+00-4.418104031832800205e-01j)	 (2.680607176582610295e-03-9.896741443498145024e-04j)	 (-4.560555094999987902e-03+4.060484779762411379e-03j)	 (-1.412672496165119806e+00-3.886611690708395628e+00j)	 (-2.274973615392838697e-03+1.788853376839208247e-03j)
 (2.580000000000000000e+02+0.000000000000000000e+00j)	 (-2.759883153549396297e+02-5.195992036977334472e+00j)	 (-1.231995702175520506e+02-1.980827356395292727e+00j)	 (4.657267669366924046e-01-8.218032396364454151e-01j)	 (1.543719019851363394e-01-3.107470531156332205e-01j)	 (-4.107357894717265090e-01-3.698156258423669351e-01j)	 (1.188109234228528344e+01-8.224251364483333715e-01j)	 (3.280988041170475045e-01-1.898496003167345070e-01j)	 (1.826030407399843736e-02+2.965470027914689222e-02j)	 (-6.438628712013216848e-02+4.213722711757882100e-02j)	 (-9.438652020767173204e-03+2.170658494140073613e-02j)	 (7.296161838317448911e+00-4.521904378355819376e-01j)	 (2.670239963391677664e-03-9.840652905128426282e-04j)	 (-4.554771498606368860e-03+4.115198238181369192e-03j)	 (-1.452695856210873826e+00-3.841120126303136484e+00j)	 (-2.270655737837092968e-03+1.800191346009878332e-03j)
 (2.600000000000000000e+02+0.000000000000000000e+00j)	 (-2.706702257660355144e+02-5.061201175091419202e+00j)	 (-1.215566856523576433e+02-1.950091446801952566e+00j)	 (4.496629017496918124e-01-7.963604340673610116e-01j)	 (1.515185638481302832e-01-3.076618327792052798e-01j)	 (-3.942162659501438626e-01-3.677025222056932163e-01j)	 (1.193327276994225450e+01-8.256644825113469421e-01j)	 (3.264694288806560540e-01-1.902805624982714661e-01j)	 (1.825762679333698887e-02+2.986672789944695705e-02j)	 (-6.419579102733592724e-02+4.246999463996865148e-02j)	 (-9.268744970162489175e-03+2.182499216423732305e-02j)	 (7.459337416697611189e+00-4.716583876471997505e-01j)	 (2.649880551515831125e-03-9.726944539469028215e-04j)	 (-4.542635848755038203e-03+4.224719922952870424e-03j)	 (-1.528450630236984242e+00-3.748200790264235582e+00j)	 (-2.261950467194751620e-03+1.822086065296091989e-03j)
 (2.610000000000000000e+02+0.000000000000000000e+00j)	 (-2.680676884071280597e+02-4.995663616611139446e+00j)	 (-1.207470832134563494e+02-1.935000920956689630e+00j)	 (4.420048023845350449e-01-7.843107789075953740e-01j)	 (1.501218422003369468e-01-3.061288485982625596e-01j)	 (-3.861102164197884878e-01-3.666690193954278976e-01j)	 (1.195904298402985866e+01-8.272827348099867084e-01j)	 (3.256591809156658135e-01-1.905168404506374369e-01j)	 (1.825631548917889396e-02+2.997308024168275978e-02j)	 (-6.410149540399792678e-02+4.263482581274372768e-02j)	 (-9.183682023492298688e-03+2.188414493069609779e-02j)	 (7.538996297108313982e+00-4.808017488489831903e-01j)	 (2.639886254126690319e-03-9.669628154052213468e-04j)	 (-4.536335698002525417e-03+4.279270553502826854e-03j)	 (-1.564159490237240879e+00-3.700894356250964634e+00j)	 (-2.257568114451386464e-03+1.832739837100313875e-03j)
