f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.427955689691339467e+04+1.644683423175948747e+03j)	 (-2.393713057933618074e+03-1.108780163455856638e+02j)	 (1.614763460569294921e+03-1.420847175577243888e+02j)	 (-6.354031472177386775e+01-2.930566390766946139e+00j)	 (1.499485015532403054e+01-2.445382051153488501e+00j)	 (-2.832469545186233062e-01-3.496665188283255010e-01j)	 (5.322016501696511664e-02+1.428089451521492026e-01j)	 (1.368348496361288490e-02-3.613597546757257861e-02j)	 (-4.243533380289677553e-02+2.731883212455643931e-02j)	 (2.876211855668941129e-03-1.691638632873853840e-02j)	 (-8.005371125477570016e-03+9.893583091253011289e-03j)	 (9.830770251125504899e-03+3.720142544365487650e-03j)	 (-5.611690267971839043e-05-3.592811082723062458e-04j)	 (-3.682452801617183136e-01+5.133011942519780657e-01j)	 (-4.654517886372516733e-02+6.548296212133976335e-02j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.530426284344051965e+04+1.828185264095116054e+03j)	 (-2.327712812444569863e+03-1.066365657870371564e+02j)	 (1.258223024972831126e+03-1.193653507559001525e+02j)	 (-6.074534506396443589e+01-2.843051378825521169e+00j)	 (1.538217917902388976e+01-2.336151259925127732e+00j)	 (-3.029430453055938499e-01-3.411737563674382412e-01j)	 (5.261821337891890021e-02+1.352738179126104501e-01j)	 (1.238137312406936349e-02-3.438770437539857838e-02j)	 (-4.128874668136540971e-02+2.595337201665106480e-02j)	 (2.055015388087718959e-03-1.671701158382633140e-02j)	 (-7.493023780135823694e-03+9.362338356717110274e-03j)	 (9.410568403086204403e-03+3.718916231830675379e-03j)	 (1.507537147477880531e-04-3.262782572377731245e-04j)	 (-4.059851414260808311e-01+5.580775626608888151e-01j)	 (-5.098942528601020652e-02+7.249056384397135899e-02j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)	 (-1.644204564223877242e+04+2.038813409195449140e+03j)	 (-2.264450508650810207e+03-1.025569627271210322e+02j)	 (1.037730006653693408e+03-1.046481560791554131e+02j)	 (-5.810973148689523526e+01-2.763542229608791256e+00j)	 (1.582879388163212120e+01-2.244183171256420639e+00j)	 (-3.215586450298191790e-01-3.316436687089795443e-01j)	 (5.147423843946615646e-02+1.273823509551482991e-01j)	 (1.123537853973207747e-02-3.273109601031550658e-02j)	 (-4.028700269509461612e-02+2.462629207760383063e-02j)	 (1.256602163750669601e-03-1.650513005506662814e-02j)	 (-7.042077639834718947e-03+8.846160560535379011e-03j)	 (9.038139653988589567e-03+3.726747318040743353e-03j)	 (3.299222613909225956e-04-2.975245400141349910e-04j)	 (-4.475931831393676896e-01+6.074251484724727534e-01j)	 (-5.633997835320315312e-02+8.057448027912839095e-02j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)	 (-1.771145934119603407e+04+2.282435621921750226e+03j)	 (-2.203706501669699264e+03-9.864890275250812124e+01j)	 (8.880449508567481871e+02-9.452136859609146313e+01j)	 (-5.561699147211348304e+01-2.690568175003866802e+00j)	 (1.634616702576255776e+01-2.171996494745563222e+00j)	 (-3.390532743306401975e-01-3.212167172953790950e-01j)	 (5.009012140648864270e-02+1.191282052647974349e-01j)	 (1.022125513269789808e-02-3.116225195257608938e-02j)	 (-3.941565855114764066e-02+2.333685793751786447e-02j)	 (4.723169840936989683e-04-1.628153555186487647e-02j)	 (-6.642235888066917553e-03+8.342507340051590059e-03j)	 (8.712456824403247424e-03+3.740059650573951053e-03j)	 (4.843483098607043744e-04-2.720971942506263878e-04j)	 (-4.936761964990215024e-01+6.625356806156873501e-01j)	 (-6.305715011334447895e-02+8.992323309642009932e-02j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)	 (-1.913401431810002396e+04+2.566612595081524432e+03j)	 (-2.145320829450242854e+03-9.493076425758962955e+01j)	 (7.798189694946929649e+02-8.731129196408986104e+01j)	 (-5.325526860038834087e+01-2.624573105454548028e+00j)	 (1.695088040493332215e+01-2.124943967172692627e+00j)	 (-3.553447581555307933e-01-3.100470588326723065e-01j)	 (4.877332234919438264e-02+1.107270731260476954e-01j)	 (9.318614059747654110e-03-2.967613954135906243e-02j)	 (-3.866270907524686773e-02+2.208558870850614586e-02j)	 (-3.057765380151045349e-04-1.604734768394352681e-02j)	 (-6.285691339152934404e-03+7.850324181907170421e-03j)	 (8.430478549656743661e-03+3.751599208620400895e-03j)	 (6.164629224742828543e-04-2.490508268228888646e-04j)	 (-5.449250435627897016e-01+7.250473834139380402e-01j)	 (-7.163799401976031489e-02+1.006088666868293069e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (-2.073273314808456780e+04+2.899070814951211560e+03j)	 (-2.089254143192801166e+03-9.137478000463265460e+01j)	 (6.981340253910385627e+02-8.212156941672928667e+01j)	 (-5.102042217178317429e+01-2.564964429898659581e+00j)	 (1.766726820995269520e+01-2.114092854897994034e+00j)	 (-3.703045794263781221e-01-2.981447470347981521e-01j)	 (4.773563188718207839e-02+1.025037609662165228e-01j)	 (8.508772764353919951e-03-2.826792497526159353e-02j)	 (-3.800722426292586775e-02+2.087839814490814044e-02j)	 (-1.089210648394162758e-03-1.579770972586988856e-02j)	 (-5.962984302767365165e-03+7.367942004748560640e-03j)	 (8.187858806456841526e-03+3.758097784981366540e-03j)	 (7.284221854911227326e-04-2.276165280657714053e-04j)	 (-6.020673560660524393e-01+7.972106526726352449e-01j)	 (-8.251556308300189713e-02+1.126354751352058314e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (-2.253827676544524365e+04+3.291519209615265481e+03j)	 (-2.035357871425927442e+03-8.799724384799569066e+01j)	 (6.343844469008437272e+02-7.831812679370065666e+01j)	 (-4.890154116725615552e+01-2.511445500741749104e+00j)	 (1.852498045154367290e+01-2.156471285872733734e+00j)	 (-3.837944860748497278e-01-2.857023072660242469e-01j)	 (4.689352698980205764e-02+9.480046022514725113e-02j)	 (7.777815043053272308e-03-2.693326363280008559e-02j)	 (-3.744285690197743377e-02+1.971530633878949834e-02j)	 (-1.885572802243601484e-03-1.552864285756824780e-02j)	 (-5.669246674577943165e-03+6.894074719542537567e-03j)	 (7.982847123701628314e-03+3.753308225407890608e-03j)	 (8.221175240299934735e-04-2.068542582529446863e-04j)	 (-6.658976710327232373e-01+8.823474135921260952e-01j)	 (-9.593761035566704398e-02+1.262216684642488151e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)	 (-2.458976301555494865e+04+3.759112243268440579e+03j)	 (-1.983460940847205848e+03-8.480231559358649918e+01j)	 (5.832049404179002750e+02-7.555222497206031562e+01j)	 (-4.688767288867559557e+01-2.462824828203061145e+00j)	 (1.956373528588125765e+01-2.281858518620331289e+00j)	 (-3.956137677983690426e-01-2.730250153166504101e-01j)	 (4.605988496065330229e-02+8.775641839398695687e-02j)	 (7.115221337093109201e-03-2.566661866546962947e-02j)	 (-3.696666488378971827e-02+1.859078224921601602e-02j)	 (-2.702844213616001443e-03-1.523080691494283628e-02j)	 (-5.400075961895576919e-03+6.425408931422673005e-03j)	 (7.816555971461122687e-03+3.735112807470093461e-03j)	 (8.990878539700146227e-04-1.857286360490471660e-04j)	 (-7.370364483409068690e-01+9.854279069054298068e-01j)	 (-1.121741857487469352e-01+1.420593459244432477e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)	 (-2.693176951638040919e+04+4.315792013977799797e+03j)	 (-1.933512009178458811e+03-8.169991151903306559e+01j)	 (5.413182304334617356e+02-7.371169925384049293e+01j)	 (-4.497714710617269418e+01-2.414742548234383612e+00j)	 (2.083879196332139117e+01-2.546690335387420401e+00j)	 (-4.054000061533915567e-01-2.604332648679066331e-01j)	 (4.512154253973446605e-02+8.136954061387015325e-02j)	 (6.506535725750437968e-03-2.446249974453522380e-02j)	 (-3.655827645225193101e-02+1.750310765470147398e-02j)	 (-3.548359730269510723e-03-1.489190204540014918e-02j)	 (-5.148525249804235607e-03+5.960172382479117514e-03j)	 (7.681740324279194912e-03+3.701968271982088686e-03j)	 (9.607065670430783725e-04-1.638117655428531839e-04j)	 (-8.153003239579520445e-01+1.113963799561022983e+00j)	 (-1.315432007194500819e-01+1.614237834423361551e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)	 (-2.962153870808675129e+04+4.991187088108257740e+03j)	 (-1.885374599056525767e+03-7.880696503776374584e+01j)	 (5.064221558650457382e+02-7.253391915687591052e+01j)	 (-4.315837756570068962e+01-2.372679806404407454e+00j)	 (2.242028408472189227e+01-3.043924730839138615e+00j)	 (-4.130838350880403076e-01-2.486468929111124437e-01j)	 (4.396363613780755741e-02+7.562239835862163972e-02j)	 (5.944497753392188021e-03-2.331964725316896733e-02j)	 (-3.622711092829927759e-02+1.645780192504444836e-02j)	 (-4.423732198954734296e-03-1.449888750715365091e-02j)	 (-4.913200732809879130e-03+5.497605572953994171e-03j)	 (7.581963130570174188e-03+3.644775954384793255e-03j)	 (1.008545486259651916e-03-1.399571196927662119e-04j)	 (-8.983061573908542874e-01+1.279680375997495512e+00j)	 (-1.543305469230192295e-01+1.866044125441368995e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (-3.272808151886561245e+04+5.811720482957899549e+03j)	 (-1.839000734014169893e+03-7.604657630851166061e+01j)	 (4.769194526087160284e+02-7.198197800966768511e+01j)	 (-4.143209672091074225e+01-2.332307777951532213e+00j)	 (2.438949194897478989e+01-3.954437911110949777e+00j)	 (-4.186221716222646716e-01-2.387270473957993910e-01j)	 (4.258288003867913979e-02+7.044557076128746265e-02j)	 (5.416387645317134736e-03-2.223249455211272901e-02j)	 (-3.595528175105638935e-02+1.545558597600479520e-02j)	 (-5.329010413210183428e-03-1.403306961267469094e-02j)	 (-4.687816089664321138e-03+5.035376151992288808e-03j)	 (7.510576915259266524e-03+3.560221154328635507e-03j)	 (1.043757308479039813e-03-1.139257931582189040e-04j)	 (-9.778297307881843592e-01+1.500567195612290350e+00j)	 (-1.802846065603536940e-01+2.212207694682066794e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (-3.634453762026510958e+04+6.820135234321322059e+03j)	 (-1.794248215348636677e+03-7.344908334511674752e+01j)	 (4.516546849262966248e+02-7.198143743905589531e+01j)	 (-3.978990095234809843e+01-2.290973465455527158e+00j)	 (2.679414761513470111e+01-5.608606642773847462e+00j)	 (-4.229568155508344751e-01-2.321443132122850972e-01j)	 (4.096371305628091625e-02+6.578308587743347813e-02j)	 (4.913479695424867975e-03-2.119661948966446163e-02j)	 (-3.574431228655781251e-02+1.449247789155558817e-02j)	 (-6.254343061155466857e-03-1.347621624141508850e-02j)	 (-4.469859773351589002e-03+4.571272969540574917e-03j)	 (7.468469871660137448e-03+3.444025088682065461e-03j)	 (1.067263938796916226e-03-8.498224218329187435e-05j)	 (-1.030696262646643824e+00+1.802455317092669596e+00j)	 (-2.073994851174823795e-01+2.709512909110501910e-01j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (-4.058815747322315292e+04+8.074983565258482486e+03j)	 (-1.751030171988940538e+03-7.107289458076191124e+01j)	 (4.297396113910030522e+02-7.249240438970690548e+01j)	 (-3.822671782256516337e+01-2.245930589510573672e+00j)	 (2.950447149607800412e+01-8.591261288102723270e+00j)	 (-4.283802401619545841e-01-2.298877857854304541e-01j)	 (3.910710967536355775e-02+6.161227102050609306e-02j)	 (4.425599467814363315e-03-2.020777962236596642e-02j)	 (-3.559582189100744115e-02+1.356836569879968368e-02j)	 (-7.181010298632699990e-03-1.281678578324691765e-02j)	 (-4.256618194344279592e-03+4.104167958484148532e-03j)	 (7.454386927445504421e-03+3.286450700627701043e-03j)	 (1.080009038753206854e-03-5.243375371763063031e-05j)	 (-9.986579944998598135e-01+2.212077307954402716e+00j)	 (-2.291757000184046489e-01+3.436674362302641894e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (-4.560209693646307278e+04+9.649901640801419489e+03j)	 (-1.709399920448174498e+03-6.896045737597043512e+01j)	 (4.105609540958607226e+02-7.351048294298622920e+01j)	 (-3.674381320919648175e+01-2.195088411135844186e+00j)	 (3.181604512936634777e+01-1.373495194318541479e+01j)	 (-4.379533036317946326e-01-2.306134736714766653e-01j)	 (3.707774153312470150e-02+5.788972557737262492e-02j)	 (3.936342403922364966e-03-1.925688685700787176e-02j)	 (-3.549421822241778657e-02+1.270178545075076500e-02j)	 (-8.090219046827008473e-03-1.204281811768385772e-02j)	 (-4.041533666025548879e-03+3.635259434518689318e-03j)	 (7.461577926093341390e-03+3.078200016037620137e-03j)	 (1.082909596097471902e-03-1.630920071361528981e-05j)	 (-7.609705924121643594e-01+2.713315725230728503e+00j)	 (-2.296010488407395356e-01+4.477035630446702386e-01j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (-5.158457437891657901e+04+1.165352600185222946e+04j)	 (-1.669425213800065649e+03-6.711816896653650133e+01j)	 (3.936449559024046607e+02-7.503193934889262096e+01j)	 (-3.532999793732373206e+01-2.127755384852914045e+00j)	 (3.180959703740139588e+01-2.151531619809740548e+01j)	 (-4.535696130063792686e-01-2.307246191903387922e-01j)	 (3.490800517274574022e-02+5.461687549377680639e-02j)	 (3.433845674133696822e-03-1.833541169574400692e-02j)	 (-3.544117218562576471e-02+1.189717466493143624e-02j)	 (-8.954143198746395554e-03-1.116224182803000724e-02j)	 (-3.821804644211851659e-03+3.165659901535705385e-03j)	 (7.484594145710405343e-03+2.804159869159306238e-03j)	 (1.076713288245014421e-03+2.396213535779833609e-05j)	 (-1.753710039316289937e-01+3.127876396341545018e+00j)	 (-1.730461868118250424e-01+5.807593057042587104e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (-5.881049883984681219e+04+1.424581663224549447e+04j)	 (-1.631119332727256506e+03-6.533355075692982439e+01j)	 (3.785626860904354771e+02-7.718967033504182496e+01j)	 (-3.395934651974115326e+01-2.030335501610934124e+00j)	 (2.643262520650116087e+01-3.024534030566542953e+01j)	 (-4.734156603053304990e-01-2.259365395544561672e-01j)	 (3.265997120022694905e-02+5.179931364096532903e-02j)	 (2.910413288270122766e-03-1.742557797846978895e-02j)	 (-3.543465501002592000e-02+1.115331736612813242e-02j)	 (-9.745263368330031942e-03-1.019421325175871168e-02j)	 (-3.594596981579144170e-03+2.696704603638187901e-03j)	 (7.507620490784946976e-03+2.450420978797747309e-03j)	 (1.061845188312818961e-03+6.908246557549674826e-05j)	 (6.399345985049827989e-01+3.096692099322154501e+00j)	 (-1.327475385481890688e-02+6.881195201876554313e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (-6.763874495137229678e+04+1.764598634824441251e+04j)	 (-1.594286011200650591e+03-6.330536001027321902e+01j)	 (3.647316707720574414e+02-8.022625807370188511e+01j)	 (-3.260682870690069279e+01-1.921166278610607847e+00j)	 (1.514556992153376314e+01-3.373108751355943014e+01j)	 (-4.922107759832180518e-01-2.143286148148710879e-01j)	 (3.040242940552372389e-02+4.932906790314064982e-02j)	 (2.352607748421639815e-03-1.649446325828754500e-02j)	 (-3.543482455732274716e-02+1.048309181910182970e-02j)	 (-1.044585329190913028e-02-9.169715515884878376e-03j)	 (-3.352835321933293148e-03+2.234977649319647500e-03j)	 (7.506768741177941538e-03+2.015589406115900813e-03j)	 (1.038188021888466301e-03+1.183158176986890276e-04j)	 (1.188059843981583485e+00+2.578535898183739405e+00j)	 (2.006888068552462878e-01+6.558058441507546021e-01j)
 (3.800000000000000000e+01+0.000000000000000000e+00j)	 (-7.855793948312522843e+04+2.222962385749174427e+04j)	 (-1.558590847800367555e+03-6.117853703534456145e+01j)	 (3.516333276706488959e+02-8.385566255095551469e+01j)	 (-3.126395920425173003e+01-1.848049681826059221e+00j)	 (6.157167834097459824e+00-2.913770149058443693e+01j)	 (-5.061209597923161940e-01-1.991013211719424025e-01j)	 (2.819831457652237708e-02+4.725824011717782297e-02j)	 (1.766356849589202768e-03-1.551741067137987068e-02j)	 (-3.544611157202751106e-02+9.896944287819809186e-03j)	 (-1.105446935083240212e-02-8.133250921245515491e-03j)	 (-3.097472056436090162e-03+1.790804585220421392e-03j)	 (7.461851115442945381e-03+1.476276923596720912e-03j)	 (1.006061406686778589e-03+1.728178774238176528e-04j)	 (1.279838159887827231e+00+2.016919466504966785e+00j)	 (3.150600572606978567e-01+5.058250981214698072e-01j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-9.224335950523504289e+04+2.851079459136977312e+04j)	 (-1.523970952987790952e+03-5.905234331397509351e+01j)	 (3.391606074860724220e+02-8.808127858503750929e+01j)	 (-2.997825619436578037e+01-1.820293654045833431e+00j)	 (2.824181025663781153e+00-2.319879970341854047e+01j)	 (-5.144580553232256381e-01-1.844149422710770203e-01j)	 (2.621446156145760403e-02+4.548391913149935073e-02j)	 (1.165230991489246996e-03-1.444373703809688839e-02j)	 (-3.540939686889146149e-02+9.394702958607703200e-03j)	 (-1.157019930214229532e-02-7.119556376616789813e-03j)	 (-2.826557396857546766e-03+1.375326290296514974e-03j)	 (7.306820246077988176e-03+8.344862757350780596e-04j)	 (9.654375024661630573e-04+2.323584305345360824e-04j)	 (1.149392947419499045e+00+1.647447794285687106e+00j)	 (3.157389544392146252e-01+3.698525177709273137e-01j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.096899869318898855e+05+3.734294316499568231e+04j)	 (-1.490385975244056453e+03-5.701126259209441116e+01j)	 (3.269936373834952974e+02-9.313016523911713307e+01j)	 (-2.876128363104858465e+01-1.811959728517057444e+00j)	 (2.214065783377846319e+00-1.881585673922006308e+01j)	 (-5.193822153395525332e-01-1.732224951335038787e-01j)	 (2.454291744679855045e-02+4.382338438846423989e-02j)	 (6.085675067496367895e-04-1.323876455947549380e-02j)	 (-3.529118943302377714e-02+8.937556407522884508e-03j)	 (-1.199749837052250384e-02-6.168423505916429544e-03j)	 (-2.546134303449042614e-03+9.986387129688821095e-04j)	 (6.985319654512929348e-03+1.347000859350483784e-04j)	 (9.159700495714559899e-04+2.972493687536180537e-04j)	 (9.682054344764030596e-01+1.441227482664169779e+00j)	 (2.724887084947752447e-01+2.878836695748872576e-01j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.323452539151604287e+05+5.014446120757384779e+04j)	 (-1.457820977588486812e+03-5.508406893197090426e+01j)	 (3.146146850747655321e+02-9.916736790280441483e+01j)	 (-2.760879030525981648e+01-1.803826564947707212e+00j)	 (2.539480405729877432e+00-1.581905400137261886e+01j)	 (-5.234104510705764879e-01-1.664070187432500070e-01j)	 (2.313485429385916947e-02+4.202303595724939805e-02j)	 (1.810147315213494752e-04-1.190903622560925135e-02j)	 (-3.506695236505694147e-02+8.460963264911086287e-03j)	 (-1.234227564398038615e-02-5.312411349437186174e-03j)	 (-2.266257880362177075e-03+6.693298866887712091e-04j)	 (6.466017157064804857e-03-5.457413028813854232e-04j)	 (8.572621563267007359e-04+3.676535975697990482e-04j)	 (7.928070274809003726e-01+1.337448697380615004e+00j)	 (2.227660263383690331e-01+2.457645892668182397e-01j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.623095096264832537e+05+6.931078952322366240e+04j)	 (-1.426304368198399743e+03-5.325759674604039162e+01j)	 (3.013813547886695119e+02-1.063643348579644368e+02j)	 (-2.651058716537660231e+01-1.803780947597052320e+00j)	 (3.142753835609032986e+00-1.376153792157926858e+01j)	 (-5.290529317363275030e-01-1.626422973671563521e-01j)	 (2.182302399321111100e-02+3.975552056679904078e-02j)	 (-6.311922792551602935e-05-1.049771648250921556e-02j)	 (-3.476010645402597549e-02+7.916038503267480014e-03j)	 (-1.262399390706563096e-02-4.546954867109753544e-03j)	 (-1.991883559426311980e-03+3.885924436687649710e-04j)	 (5.751390469133481516e-03-1.103630403346271506e-03j)	 (7.888085044974999828e-04+4.427510224015166395e-04j)	 (6.381639586664249464e-01+1.296870740249439935e+00j)	 (1.783563363671741286e-01+2.280931207960570639e-01j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-2.027909231152678258e+05+9.923045990771689685e+04j)	 (-1.395789782185363720e+03-5.153342974646154317e+01j)	 (2.864024568582376560e+02-1.148005627230999721e+02j)	 (-2.545360287655859466e+01-1.803688891038971454e+00j)	 (3.799109857071555574e+00-1.231211905810925344e+01j)	 (-5.376996391675095133e-01-1.609595868776733663e-01j)	 (2.019033454138555519e-02+3.701072088699419727e-02j)	 (-9.009163415884354940e-05-9.099574857222311394e-03j)	 (-3.444840819127566178e-02+7.246321511233796628e-03j)	 (-1.285400134321650761e-02-3.882308226861068672e-03j)	 (-1.730653741907336313e-03+1.544965459756572959e-04j)	 (4.918399507538000724e-03-1.447565841829586124e-03j)	 (7.109234212418885082e-04+5.223389427716756267e-04j)	 (5.051885483418380174e-01+1.296008643990045561e+00j)	 (1.416305189849420276e-01+2.249383785567148353e-01j)
 (4.400000000000000000e+01+0.000000000000000000e+00j)	 (-2.586853227852443815e+05+1.483552448757072270e+05j)	 (-1.366212145438846392e+03-4.990466075405880986e+01j)	 (2.683307860032530812e+02-1.243472333426349223e+02j)	 (-2.443856455125348859e+01-1.787632230041618531e+00j)	 (4.427408460118489764e+00-1.126787373130207115e+01j)	 (-5.490359818411474357e-01-1.607715845547799671e-01j)	 (1.791889299374526887e-02+3.416272431818576788e-02j)	 (8.678631068623345957e-05-7.805021795091558225e-03j)	 (-3.420275458892663156e-02+6.435339386809026639e-03j)	 (-1.303060769495430551e-02-3.321393206572238656e-03j)	 (-1.487690892752382065e-03-4.080948589960646809e-05j)	 (4.080214940750349559e-03-1.541289764526268188e-03j)	 (6.245843930352112244e-04+6.076150223398798806e-04j)	 (3.917495858729563296e-01+1.321023325853645014e+00j)	 (1.125361455632812452e-01+2.301638667999865717e-01j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-3.370716675435814541e+05+2.336426476024861040e+05j)	 (-1.337569213900844716e+03-4.832280455539497410e+01j)	 (2.451053415403847282e+02-1.344719615877523893e+02j)	 (-2.347509624670632888e+01-1.783943136735304247e+00j)	 (5.003691980818412155e+00-1.050201815290181528e+01j)	 (-5.622641980585622035e-01-1.592036337296981185e-01j)	 (1.504009282677441599e-02+3.156452229634670176e-02j)	 (3.977452872620322166e-04-6.651474048708054185e-03j)	 (-3.404625104764327781e-02+5.584492297066936950e-03j)	 (-1.316557201964881768e-02-2.827359387871621749e-03j)	 (-1.260451992039227347e-03-2.055342951733713961e-04j)	 (3.339731329019150329e-03-1.434693801166400271e-03j)	 (5.290047886235965668e-04+6.968169839330792771e-04j)	 (2.945186972786467683e-01+1.363540180004441993e+00j)	 (8.987498607354046931e-02+2.400458145875105087e-01j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-4.462135822705614846e+05+3.929973472859493340e+05j)	 (-1.309800496547320563e+03-4.684051152479667479e+01j)	 (2.138655751380904917e+02-1.432322652810120189e+02j)	 (-2.253460056454479243e+01-1.764926591923374977e+00j)	 (5.523885751412643152e+00-9.931286522905958591e+00j)	 (-5.778808397323160762e-01-1.578584029831951729e-01j)	 (1.195731723133998739e-02+2.946238400039602814e-02j)	 (7.762884670407200951e-04-5.671639747211974607e-03j)	 (-3.402902453624448431e-02+4.700422530220916759e-03j)	 (-1.327946663011685298e-02-2.423200064500390192e-03j)	 (-1.052937270484315384e-03-3.454932569829446834e-04j)	 (2.751735658554810022e-03-1.197300455998250978e-03j)	 (4.295466458950365622e-04+7.896752677544266940e-04j)	 (2.106021162455501694e-01+1.418137104902710721e+00j)	 (7.213063993684509789e-02+2.523104640622753636e-01j)
 (4.700000000000000000e+01+0.000000000000000000e+00j)	 (-5.869800490885556210e+05+7.148268921422811691e+05j)	 (-1.282901903829456842e+03-4.541314808873849529e+01j)	 (1.710987758668609899e+02-1.456553356037922242e+02j)	 (-2.162807591349766057e+01-1.759032098580371350e+00j)	 (5.986609414670950535e+00-9.503566071108171087e+00j)	 (-5.950710999789227129e-01-1.546480100076060571e-01j)	 (9.012851949273674099e-03+2.775328508872101571e-02j)	 (1.166174891610766411e-03-4.834816668504368642e-03j)	 (-3.410511528476253829e-02+3.873573584034247560e-03j)	 (-1.337589478409353765e-02-2.069808034307206619e-03j)	 (-8.649769088516355998e-04-4.674116270643372917e-04j)	 (2.315596715312815117e-03-9.018692584508705354e-04j)	 (3.288099574223916411e-04+8.809003246706954924e-04j)	 (1.379221170162383825e-01+1.481484662525932139e+00j)	 (5.817002906803598467e-02+2.657822999366437067e-01j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-7.111201651946692728e+05+1.434605205898824846e+06j)	 (-1.256812716959568434e+03-4.403932799567097334e+01j)	 (1.159635901900070252e+02-1.307583013619173187e+02j)	 (-2.075930976656020732e+01-1.750324371215218111e+00j)	 (6.402081201829156853e+00-9.182251605167225605e+00j)	 (-6.129070124920787954e-01-1.506466872166680182e-01j)	 (6.818052130338413466e-03+2.622713263469656983e-02j)	 (1.541877319926746428e-03-4.122162873912127087e-03j)	 (-3.423726009567400891e-02+3.095304057754951540e-03j)	 (-1.345054798925614248e-02-1.772275195606370750e-03j)	 (-7.022840091608815397e-04-5.697650850412809467e-04j)	 (2.010876673248949628e-03-5.832428895815718007e-04j)	 (2.258239252483149452e-04+9.627696559504287776e-04j)	 (7.401983932061738380e-02+1.551822543501674367e+00j)	 (4.699314012289336484e-02+2.799622893814120439e-01j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-4.459429705819752999e+05+3.546247372533159330e+06j)	 (-1.231489800481628208e+03-4.272575610170856919e+01j)	 (5.969244862032988408e+01-8.310140059222716502e+01j)	 (-1.992443904500948193e+01-1.740022890787047638e+00j)	 (6.773706647172468287e+00-8.942296114008481567e+00j)	 (-6.319461745066894398e-01-1.457514115611041605e-01j)	 (7.242171911461001664e-03+2.305607773705441177e-02j)	 (1.843393607958635503e-03-3.511327990578983274e-03j)	 (-3.435253161873187688e-02+2.380522462550788837e-03j)	 (-1.349994744111294130e-02-1.538419462922898219e-03j)	 (-5.630223780343552751e-04-6.224561221138569678e-04j)	 (1.872540956352741802e-03-2.495847189460478378e-04j)	 (8.766328271706552862e-05+1.032402574071860984e-03j)	 (1.779486293938408598e-02+1.627916723368876051e+00j)	 (3.778302681513257683e-02+2.943296601051968997e-01j)
 (5.100000000000000000e+01+0.000000000000000000e+00j)	 (-4.482890090093058534e+05-3.528469604773151223e+06j)	 (-1.183108415955103510e+03-4.025200749326366179e+01j)	 (5.964796275532239633e+01+8.338106725480983528e+01j)	 (-1.832071819782976618e+01-1.717217761657759523e+00j)	 (7.411079582313005787e+00-8.632695483862702801e+00j)	 (-6.673157039609104446e-01-1.333424404670892349e-01j)	 (-1.706133109276055174e-02+2.104325623347888530e-02j)	 (2.479093262080117512e-03-2.401123713828336951e-03j)	 (-3.485220952997281768e-02+9.455143189089884647e-04j)	 (-1.379678665610225251e-02-1.048011113026408713e-03j)	 (-2.026812984020289908e-04-8.664641758159665526e-04j)	 (1.407104370417401346e-03+9.828621425120493988e-05j)	 (2.888967512026921978e-07+1.186075718812708551e-03j)	 (-7.764287527173807657e-02+1.792601294908199083e+00j)	 (2.417428386361149609e-02+3.263549475905633823e-01j)
